,Date,ArticleNumber,SectionText,LinkCount,SectionArticleLength,Weekday,Clicks
394,2021-01-22,0,"French specialty chemicals company, Arkema, has announced the formation of a new joint venture with Taiwan-based Cartell Chemical called Crackless Monomer Company. The two companies will jointly produce specialty cyanoacrylate monomers. Those monomers are known for their ability to rapidly polymerize in the presence of water (even a small amount of humidity in the air is enough to do it). That's why cyanoacrylates are typically referred to as instant, power, and super glues. Loctite actually introduced cyanoacrylate to the world by marketing Eastman Kodak's product as ""Super Glue"". The engineering adhesives market is fairly fragmented, but small-scale deals (this investment cost Arkema just $11 million) can create niche opportunities. The companies are searching for that niche with the help of Arkema's acquisition in 2018 (it provided them with a ""crackless"" process technology) that should be used most notably in ""the electronics, medical equipment, and DIY markets."".Read the press release here.",10,1010,4,62.0
395,2021-01-22,1,"Austrian petroleum company, OMV, has announced an additional investment of $48 million for its existing cracker plant at its Burghausen Refinery in Germany. Just over a decade ago, OMV and its neighbor Borealis invested nearly a billion dollars to nearly double the refinery's petrochemical production. Then, a couple of years ago the site saw more investment (this time just $70 million) to make some high-purity isobutene. Today's announcement continues to demonstrate OMV's desire to make more petrochemicals from crude oil (that's a trend). OMV will be ""expanding and modernizing its cracker units and petrochemical cold section"". The project will increase the refinery's ethylene and propylene production by 55,000 tons per year. The company will make this happen during an upcoming turnaround and expects the upgraded units to go live in the second half of 2022.Read the press release here.",8,896,4,90.0
396,2021-01-22,2,"A consortium led by Mitsubishi Gas Chemical Company has announced that a new methanol and DME plant in Trinidad and Tobago has started operations. The companies are taking natural gas sourced from Trinidad and Tobago, reforming it with steam, and then converting the syngas produced into methanol. Each year the plant will make a million tons of methanol and a bonus 20,000 tons of DME. Building this plant wasn't cheap—at a cost of roughly $1 billion these companies must be confident they will recoup that investment. While the demand for methanol (currently at a global capacity of 81 million tons) is expected to increase step-wise with GDP growth in the upcoming years, the molecule has seen more attention recently ""as an alternative to heavy fuel oil in the shipping industry"". Because the site isn't integrated with formaldehyde or acetic acid production units (that's what methanol is commonly used for) it's hard to know exactly how that methanol will be used.Read the press release here.",8,998,4,83.0
397,2021-01-22,3,The API and ACC congratulate President BidenAkzoNobel to paint an entire water pipeline in ChinaCovestro and its bio-based TPUsAir Liquide acquires part of a green hydrogen producerWhat the Biden administration means for China and Asia PacificThe American Chemistry Council congratulates President Biden,7,303,4,27.0
398,2021-01-22,4,"Today's MOTD is the one you've been waiting for…isopropyl alcohol.                                                              First produced industrially by Standard Oil in 1920 by the hydration of propylene, the world now produces some 2 million tons of the alcohol each year.Best known colloquially as rubbing alcohol, this molecule finds most of its use as a solvent for non-polar compounds. As a result you'll find it as an ingredient in the products sold by the cosmetics, personal care, pharmaceutical, paints, and coatings industries (here's a helpful pie chart). While it can be converted into acetone, it's rarely done in practice because the cumene process is more economical in today's environment.The main companies making all this isopropyl alcohol are Dow Chemical, ExxonMobil, Shell, and INEOS.",10,811,4,52.0
399,2021-01-25,0,"US-based petroleum company, Phillips 66, has been awarded a $3 million grant from the DOE to advance the development of high-performance reversible solid oxide fuel cells (RSOFC). RSOFCs are special fuel cells—they can operate in power generation mode (by combining a fuel with oxygen) or in electrolysis mode (producing syngas from water and CO2). Electrochemical systems like RSOFCs hold the promise of overcoming the typical limitations of catalytic reactors (like relatively low selectivity and high energy consumption). Phillips 66 has been granted 8 patents and has 22 patents pending in the area of solid oxide fuel cells. The company will take that money and work with Georgia Tech to ""demonstrate the commercial feasibility"" of this technology in hopes that someday it can serve as an efficient means of low-carbon energy production and low-cost carbon capture.Read the press release here.",11,898,0,167.0
400,2021-01-25,1,"Petrochemical giant (the Saudi Aramco subsidiary), SABIC, and chemical recycling company, Plastic Energy, announced that they are about to begin construction of a new chemical recycling plant. It was just two years ago that these two companies got together and signed an MoU. Plastic Energy is looking to have about 20 of these plants set in stone by 2023, so they are working with other companies like INEOS as well. Plastic Energy's patented process uses thermal anaerobic conversion to produce a pyrolysis oil (they call it TACOIL) from end-of-life plastics (mixed, contaminated, multi-layered, etc.). The plant they will be built on SABIC's Geleen site in the Netherlands so that it can directly supply the petrochemical company with a circular feedstock that can be transformed into plastics.Read the press release here.",9,825,0,148.0
401,2021-01-25,2,"Dutch biochemicals company, Corbion, has announced that it will be increasing its lactic acid production at it's Blair, Nebraska site by 40%. In recent years, the growing demand for lactic acid has been fueled by demand for polylactic acid and ethyl lactate. But that might not be the case here—instead, Corbion quoted ""growing demand for natural ingredients in multiple industries"", and emphasized how lactic acid and its derivatives can be used in ""foods and beverages for safe preservation"" and ""home and personal care products for effective but gentle disinfection and hygiene"". The company is hoping to demonstrate that the plant expansion can occur without increasing its emissions. To do so, Corbion ""will employ technology designed to enable a significant boost in efficiency"" that we will surely hear more about at a later date.Read the press release here.",6,865,0,17.0
402,2021-01-25,3,SpaceX wants to drill for its own natural gas in Boca ChicaDow successfully launched shrink films made of 70% recycled plasticThe API and AFPM commented on Biden's executive ordersSulzer came up with a circular system to make sebacic acidIneos Styrolution plans to build a demo ABS plant using recycled feedstock,6,312,0,153.0
403,2021-01-25,4,"Today's MOTD is the most beautiful molecule of them all, cumene.                                                              Cumene was just a component of aviation fuel during WWII (crude oil is about 1% wt cumene) before it got its big break in the early 1950s. Shortly after WWII, Hercules Powder figured out how the molecule can be used to produce phenol, making it an attractive molecule for petroleum companies to produce.As it was done back then, most of cumene produced today is done by the Friedel–Crafts alkylation of benzene with propylene. That process spits out some 16 million tons per year of cumene. Nearly all of it, about 98%, is used to make phenol and acetone and the rest is used in high-octane aviation fuel or as a paint thinner.Some of the main companies pumping out all the cumene are BASF, Dow Chemical, Tata Chemicals, Ineos, and ExxonMobil.",12,869,0,56.0
404,2021-01-27,0,"French industrial gases company, Air Liquide, has announced that the world's largest proton exchange membrane (PEM) electrolyzer has been installed at its site in Bécancour, Québec. This new 20 MW electrolyzer will produce 9 tons of low-carbon hydrogen each year. Maybe that doesn't sound like much, but at 20 MW this electrolyzer has twice the capacity of the previous record holder. Hydropowered by Hydro-Québec and built with Cummins' technology (we last saw them in August) this electrolyzer avoids the CO2 emissions equivalent to 10,000 cars per year. PEM electrolyzers aren't the only option for green hydrogen production—they compete with alkaline (which has been here for a century) and solid oxide (still in development, and seen last time) electrolyzers. Technology differences aside, PEM offers a relatively lower OPEX in exchange for a higher CAPEX. But since PEM manufacturing is ramping up that CAPEX figure is expected to drop. Perhaps that's why Air Liquide now owns 19% of Cummins' hydrogen technology?Read the press release here.",13,1047,2,96.0
405,2021-01-27,1,"Global petrochemical corporation, LyondellBasell, and Chinese petroleum company, Sinopec, have finalized the formation of a 50:50 joint venture (JV) to produce propylene oxide (PO) and styrene monomer (SM) in China. The production of PO isn't so simple, as virtually all of its production methods come with a co-product. Maybe that sounds nice at first, but what if the demand for the co-product (SM) isn't growing as rapidly as the demand for PO? That's the case here, and that's why you are seeing this plant built in China (demand for styrene is still increasing) and not in the US (where it is to a lesser extent). If you want to dive into this PO problem check this out. First announced roughly a year ago, this plant will pump out 275,000 tons of PO and 600,000 tons of SM each year. Most of that PO (let's call it 70%) ends up in polyurethanes, and basically all that styrene monomer is polymerized.Read the press release here.",11,934,2,30.0
406,2021-01-27,2,"US-based Chevron and Phillips 66 joint venture, CP Chem, has announced that it's circular polyethylene (PE) has been certified by the ISCC and that it has selected a supplier for its pyrolysis oil. We last saw CP Chem in October when they announced the successful production of circular PE. The process cracks pyrolysis oil (from plastic waste) to produce the ethylene needed to make more PE. But cracking 100% pyrolysis oil isn't a likely first step, and that's why the ISCC certification is important (SABIC did this in October). CP Chem isn't going to produce its own pyrolysis oil, they are going to buy it from Nexus Fuels. For each ton of pyrolysis oil that CP Chem feeds into the process, one ton of the output materials can be classified as circular. The company will sell that circular PE at a higher price (that's a fair assumption) under the ""Marlex® Anew™ Circular Polyethylene"" brand name.Read the press release here.",10,930,2,24.0
407,2021-01-27,3,Shell and Mitsubishi Heavy Industries want to build a green hydrogen hub in GermanyBoeing wants its planes flying on 100% sustainable aviation fuels by 2030Reliance Industries finally spins off its oil-to-chemical assetsSolvay is testing blockchain technology for supply-chain tracingThings are looking up for the US chemicals industry,5,335,2,61.0
408,2021-01-27,4,"Today's MOTD is the world famous, lithium hydroxide.                                                              Lithium hydroxide got its big debut during the Cold War as an intermediate in the production of tritium to produce nuclear fusion weapons. The US became the primary producer of lithium hydroxide between 1950s-1980s, but things have changed since then.Today, most lithium hydroxide is produced from the lithium carbonate that lithium brines give us. It's companies like Ganfeng, Albemarle, SQM, and Livent that are making all of that lithium hydroxide (and doing it primarily in Australia and Chile).Nearly all of the lithium hydroxide produced is used to make the cathode materials in lithium-ion batteries (such as lithium cobalt oxide and lithium ion phosphate), but the stuff can also be used in a few other ways.",12,830,2,15.0
409,2021-01-29,0,"US-based chemical corporation, Celanese, has announced the signing of a 15-year agreement to incorporate solar power at its site in Clear Lake, TX. Calpine Energy Solutions will provide Celanese with up to 45 MW of solar capacity for its electricity needs at the site (it's not clear where those solar panels will be located). On an annualized basis, that's equivalent to 142,000 MWh (roughly 14,500 cars off the road). It isn't quite enough juice to satisfy all of Celanese's electricity needs, but it will replace about a third of the site's current electricity mix. While Celanese pumps out tons of methanol and acetic acid (plus their derivatives), this site is also home to a couple of units owned and operated by Arkema. Arkema, the spin-off from Total, will be included in Celanese's agreement with Calpine. That means that Arkema will also be incorporating solar power into its electricity supply mix, reducing the emissions associated with the production of its acrylic acid and acrylic esters.Read the press release here.",7,1031,4,66.0
410,2021-01-29,1,"Japan's largest chemical company, Shin-Etsu, has announced an expansion of its brand new chlor-alkali and vinyl chloride monomer (VCM) facility in Louisiana. It was just a couple of years ago that Shin-Etsu decided to build a greenfield facility in Plaquemine, LA. The site, which isn't done being built quite yet, was planned to produce roughly 300,000 tons each of VCM, polyvinyl chloride (PVC), and caustic soda per year. The company has decided to spend an additional $1.25 billion to more than double the site's initial production capacity. The initial project should be completed by the middle of this year, and the expansion will be done sometime in 2023. The company is doing this expansion because global demand for PVC has increased by an average of 1 million tons per year in the last decade. Most of that demand is coming from China (80%) because demand for PVC is closely tied to the construction industry (pipes, doors, window frames) and China is growing. By making that PVC with cheap US ethylene, Shin-Etsu will likely look to export what they produce.Read the press release here.",11,1097,4,39.0
411,2021-01-29,2,"German chemical giant, BASF, has announced that it will be supplying a lead-acid battery recycler with the electrolyte required for its recycling process. Typically, lead-acid batteries are recycled by smelting them at high-temperatures with many emissions. AquaMetals is a start-up that has figured out how to extract pure lead ingots from lead-acid batteries with a room temperature modular water-based process (here's a video). The new process requires an electrolyte, but AquaRefining won't be the one producing it. BASF has struck a deal with the start-up to provide the electrolyte that will be used ""for all new licensee facilities and will be the preferred supplier partner"" for all of AquaMetals' current licensees. If adopted widely, BASF could soon be producing quite a bit of this ""specially formulated AquaRefining electrolyte"".Read the press release here.",6,869,4,89.0
412,2021-01-29,3,SK Chemical and Brightmark team up to chemically recycle plasticMarathon Oil reduces CEO and Board compensation by 25%Haldor Topsoe’s renewable diesel tech to be used in OklahomaSumitomo invests in a hydrogen fuel providerBiden's EPA will be tougher on toxic chemicalsThis coatings producer is sponsoring an IndyCar race driverBASF buys an old power plant in Texas,7,364,4,71.0
413,2021-01-29,4,"Today's MOTD is the most beautiful molecule of them all,  formaldehyde.                                                              You probably came across formaldehyde for the first time when dissecting a frog in middle school (does this give you any flashbacks?). Today, the world produces some 45 million tons of the molecule each year. Most of all that production is done in the same way, at least in principle, that August Wilhelm von Hofmann came up with in the late 19th century.Typically, formaldehyde is produce by the catalytic oxidation of methanol in the Formox process. Nearly 70% of all formaldehyde production is used to make urea-, phenol-, and melamine-formaldehyde resins (aka UF, PF, and MF). The remaining 30% is most notably used to produce BDO (which becomes Spandex) and MDI (which becomes rigid foams).Some of the world's largest formaldehyde producers are Georgia-Pacific, Hexion, Dynea, BASF, and Huntsman. While the production of formaldeyde is relatively simple, it's costly to transport, so most formaldehyde is consumed where it is produced.",13,1073,4,137.0
414,2021-02-01,0,"US-based advanced plastics recycling start-up, Brightmark, has announced its intent to form a joint venture (JV) with SK Innovation to build a plastics pyrolysis plant in South Korea. Brightmark is set to achieve full commerical scale of its first advanced recycling plant early this year. The plant shreds waste plastic into pellets, depolymerizes it with pyrolysis, and sells the pyrolysis oil to petrochemical companies to convert it back into plastic. It was just last week that we saw CP Chem announce its first pyrolysis oil supplier—that's what this JV would do for SK Innovation. Before the companies formally agree to the JV, they need to determine ""the most optimal methods to operate, scale and develop Brightmark’s technology within South Korea"". SK Innovation probably needs to confirm that it can utilize the pyrolysis oil provided by Brightmark's technology (they need to see if they can deal with the oil's impurities and try blending it into existing feedstocks).Read the press release here.",6,1008,0,71.0
415,2021-02-01,1,"San Antonio based refiner, Valero, has announced that its joint venture, Diamond Green Diesel (DGD), has received approval to start construction of a new renewable fuels plant. Valero's JV, DGD, has been producing renewable fuels near Valero's 215,000 barrel per day refinery in Norco, Louisiana since 2013. The company announced its aspiration to build another renewable fuels plant under the JV a little over a year ago, and positive renewable diesel growth made the project more promising. DGD plans to convert cooking oil, rendered animal fats, and inedible corn oil into 470 million gallons of renewable diesel each year. Valero is hoping to make the most of its ""first mover advantage"" as the company expects ""low-carbon fuel policies to continue to expand globally and drive demand for renewable fuels"".Read the press release here.",7,838,0,33.0
416,2021-02-01,2,"The chemical subsidiary of the South Korean conglomerate, SK Group, has announced its plans to construct a lithium-ion battery plant in Hungary. Battery plants, like this one, are in the business of assembling the materials (cathode active material, anode material, electrolyte, and separator) into the battery cells found in EVs. Global chemical companies like BASF are the ones producing those materials (at these plants) from raw material producers like Albemarle. More battery plants (downstream) requires more chemical plants (upstream). The new battery plant will be Europe's largest and the 3rd one built in Hungary (thanks to subsidies). Car companies such as Daimler, Audi, Volkswagen, BMW, Suzuki all have factories in Hungary—so it's not much of a stretch to assume those batteries are being produced for them.Read the press release here.",8,849,0,77.0
417,2021-02-01,3,Here are the Exxon-Chevron rumors you're looking forThe US oil industry wants farmers to help them fight Biden's EV agendaThis is how the US DOE thinks we should fix plastic recyclingCheck out this article about ammonia if you have the timeChevron reports a 4Q 2020 loss and so did OlinThe Houston area uses its $1M grant from the ACC to install new air monitorsSome panelists think that the EPA's 50% recycling goal by 2030 is doableTrinseo's bio-based styrene gets its official stamp of certification,9,502,0,330.0
418,2021-02-01,4,"Today's MOTD is the one you've been waiting for… phenol.                                                              First extracted from coal tar by a German chemist in 1834, the world is now producing nearly 12 million tons of phenol each year. While the molecule got its start as an antiseptic, today it is primarily used to make BPA (about 50%) and phenolic resins (about 30%). The rest becomes alkylphenols, a precursor to nylon, and adipic acid (here's a reference chart).Pretty much all of the phenol produced is made by the cumene process which conveniently produces the other BPA monomer—acetone. Quite a few different companies produce phenol, but Ineos is responsible for about 1/3 of the world's production. While most of the world's phenol is made in Asia, the largest US producers include , Shell, SABIC, and Olin.",19,829,0,61.0
419,2021-02-03,0,"US-based chemical company, Eastman, has announced its plan to build a molecular recycling facility at its site in Kingsport, Tennessee. This news shouldn't come as a huge surprise. We've talked about Eastman and its methanolysis technology before—the company has a few decades worth of experience in methanolysis and recently began sending customers some of its trial product. The CEO said that they ""have over 100 customer trials going on right now over a wide range of applications."". This plant, unlike the pyrolysis plant announced last time, will convert a stream of waste PET plastic (instead of mixed plastic waste) back into its monomers by methanolysis (instead of thermal decomposition by pyrolysis). Those monomers can then be blended with traditional feedstocks and repolymerized into PET. If you need a primer on chemical recycling this is a pretty solid guide.Read the press release here.",9,902,2,108.0
420,2021-02-03,1,"A consortium of private equity companies has announced the acquisition of DuPont's Clean Technologies business for $510 million cash. Perhaps when you read ""clean technologies"" you imagined something ""greener"" than the desulfurization and alkylation technologies this business is known for. But those processes are clean technologies—all of them work to reduce pollution (removing sulfur, scrubbing flue gas, producing higher-octane fuels). The business makes its money by licensing those process technologies to operating companies that don't have their own.  While still subject to closing conditions and regulatory approvals, the consortium expects the transaction to close by 2Q 2021. The firms involved plan to ""build on this strong foundation and further expand the business with the support of management and our strategic partners."". The international nature of the firms involved (there is one from the US, China, and Saudi Arabia) will ""act as a strong complement to the global operations of this leading platform"".Read the press release here.",4,1053,2,29.0
421,2021-02-03,2,"Illinois-based specialty chemicals company, Stepan, has announced the acquisition of Invista's aromatic polyester polyol business and its associated assets. Invista is most well known today for producing adiponitrile, hexamethylene diamine, adipic acid, and their derivatives. The (non-core) business it is selling produces aromatic polyester polyols that are most often  (65%) converted into rigid polyurethane foams. We last saw Stepan when it acquired part of Clariant's surfactant business. This acquisition, like the last one, is best defined as a bolt-on acquisition. The purchase will add 2 polyol production sites to Stepan's existing 5, and ""supports the growth of [its] global rigid polyol business"". The company believes that Invista's ""available spare capacity"" and ""debottlenecking opportunities"" will make growth in the sector capital efficient.Read the press release here.",9,887,2,19.0
422,2021-02-03,3,Chevron Lummus Global was handed a technology contract to expand a refinery in IndiaBP takes billions in losses in 4Q 2020Volkswagen began operating its battery-recycling pilot plantLukoil starts-up a new deasphalting plant in southern RussiaHere's an update on the Marathon Petroleum strike,5,291,2,60.0
423,2021-02-03,4,"Today's MOTD is the most interesting one of all: acetone.                                                              First produced by Andreas Libavius in 1606 as he casually distilled lead acetate, this molecule is best known as the main ingredient in nail polish remover and paint thinner.While acetone may have got its frame from those uses, only about a third of the world's acetone is used as a solvent. A quarter of it used to make BPA, another quarter is used to make the precursor to methyl methacrylate, and about 10% is used to make MIBK.Virtually all acetone (roughly 7 million tons per year globally) is produced from propylene in some form or fashion. That's either by the cumene process (83%), the Wacker process, or through isopropyl alcohol as an intermediate. Some of the largest producers of the molecule include Ineos, Shell, and Borealis.",15,860,2,40.0
424,2021-02-05,0,"US-based integrated petroleum company, ExxonMobil, has announced the formation of a new business unit called ExxonMobil Low Carbon Solutions. Companies typically create new business units as a strategic move—giving the business the standalone management it deserves. Exxon has pledged to invest ""$3 billion on lower emission energy solutions"" by 2025 through the new business unit. Critics have been quick to put that number in perspective (it's roughly 4% of planned capital expenditures), but in any case Exxon is giving low-carbon solutions more attention than ever before. There are more than a few CCS opportunities being explored, including an plan to store CO2 from the US Gulf Coast ""in onshore and offshore geologic formations"". Even though it's not clear how Exxon will allocate that $3 billion, it is clear that the company is open to government involvement. The company mentioned that ""CCS opportunities can become more commercially attractive through government policy"" (like the US's 45Q or the countless policies in Europe).Read the press release here.",8,1067,4,64.0
425,2021-02-05,1,"US-based chemical company, Eastman, has announced the successful startup of a new dimethylaminoethanol (DMAE) unit at its site in Nanjing, China. Eastman is the world's largest producer of DMAE—an intermediate chemical that (through another intermediate) is copolymerized with acrylamide to make polyacrylamides. Polyacrylamides are typically used to flocculate solids in a liquid, so the polymer often finds itself in water treatment processes removing solid particles. While the chemical this new unit produces is rather obscure, it plays a critical role in the purification of water. That's why Eastman takes the time to emphasize how the ""need for clean water truly affects people's daily lives"". It may not seem like much of an announcement, but more DMAE means more clean water.Read the press release here.",11,812,4,126.0
426,2021-02-05,2,"Illinois-based specialty chemicals company, Stepan, has announced the acquisition of a fermentation plant located in Lake Providence, Louisiana. If it feels like you just read about Stepan making an acquisition, it's because you did. But that last acquisition wasn't really in the company's wheelhouse (they are known for producing surfactants). This purchase is unique because surfactants are typically produced from synthetic feedstocks derived from oil and gas. The company is looking to ""commercialize next generation surfactants"" citing biosurfactants produced by fermentation as its next big thing. While biosurfactants do have some advantageous properties, it's really only worth the investment because ""customers across markets seek new sustainability targets for their products."".Read the press release here.",7,817,4,65.0
427,2021-02-05,3,SUEZ and another company joined arms to produce some green hydrogenIneos Styrolution entered another collaboration to recycle polystyreneEni's chemical subsidiary licensed its LDPE/EVA tech in UzbekistanAlbemarle announced a $1.3B stock offeringTwo companies promised to build a biocarbon plant outside of OsloReliance Industries received its first carbon-neutral oil from Oxy,6,376,4,93.0
428,2021-02-05,4,"Today's MOTD is the one and only…  phosgene.                                                              At low concentrations the smell of phosgene reminds people of freshly cut grass. While that may sound nice, this molecule isn't something to mess with—its use in World War I as a chemical weapon claimed nearly 100,000 lives.The molecule was named by a Cornish chemist in 1812 when he exposed carbon monoxide and chlorine to sunlight (phos = light and gene = born). Today, the world produces roughly 9 million tons each year primarily by passing carbon monoxide and chlorine gas through a bed of activated carbon.Instead of thinking of its use as a chemical weapon or grassy smell, try to remember phosgene for its critical role in the production of polyurethanes and polycarbonates. About 80% of all phosgene is used to make the isocyanates that become all of these things. Most of the rest of it is reacted with BPA that is used for this stuff.Some of the main companies producing all of this phosgene are Covestro, BASF, Yantai Wanhua, and Huntsman.",18,1057,4,90.0
429,2021-02-08,0,"Industrial gases company, Linde, has announced that it will be partnering with South Korean conglomerate, Hyosung, to build an extensive liquid hydrogen infrastructure in South Korea. Linde is going to liquefy the hydrogen coming out of Hyosung's chemical plant in Ulsan and distribute it at hydrogen refueling stations across the nation. The companies will build the plant (done by 2023), the pipelines (no timeline), and the refueling stations (no timeline). According to Linde, the 30 tons of liquid hydrogen produced each day will be enough to power 100,000 fuel-cell cars each year. Most people can agree that hydrogen (from renewable sources) has the potential to reduce emissions from industries that are difficult to electrify (steel, cement, etc.). But in this case, the hydrogen isn't produced from renewables and it's planned for use in an industry known for its nascent electrification—transportation. It's happening because ""The South Korean government has set ambitious targets for hydrogen-powered fuel cell vehicles"".Read the press release here.",5,1061,0,79.0
430,2021-02-08,1,"Austrian chemical company, Borealis, has announced its intent to sell its nitrogen business unit including fertilizer and other nitrogen-based products. Borealis has been looking to sell this unit for over a year now. The company is currently Europe's leading fertilizer wholesaler and operates plants in Austria, France, the Netherlands, and Belgium. The business producers around 5 million tons of fertilizers, ammonia nitrates, urea, nitric acid, and melamine. The Wall Street Journal will have you know that ""fertilizer prices remain well below their highs of 2011"", but Borealis just mentions its intent to ""continue to focus on its core activities"". Perhaps more details will be provided when the company finds a buyer.Read the press release here.",7,753,0,93.0
431,2021-02-08,2,"South Korean chemical company, Lotte Chemical, has announced the successful expansion of its ethylene oxide adduct (EOA) capacity by 100,000 tons per year. EOA is what Lotte calls its ethylene oxide derivatives used in the construction industry. Those materials are used to produce a water-reducing agent for concrete—allowing the construction of ""large structures, such as skyscrapers, piers, and dams"" while using 30% less water. Lotte may only be South Korea's 5th largest conglomerate today, but the company has some ambitious growth plans (they want to be the 7th largest chemical company by 2030). Lotte is investing in EOA because it's a high-value added specialty material expecting an ""increase in demand by an average of 5% a year around the world"". This new expansion gives them the second largest market share of EOA in the world.Read the press release here.",7,870,0,102.0
432,2021-02-08,3,Linde pulled in some solid Q4 earningsBP and Rosneft get chummy about carbon management and sustainabilityLanxess wants 3D printed concrete to be colorfulNissan to put electric charging stations at Repsol's gas stationsPTT Global is still optimistic about its Ohio cracker projectAcciona launches the first blockchain platform for green hydrogen,6,345,0,145.0
433,2021-02-08,4,"Today's MOTD is the one and only…  ethylene oxide.                                                              Occasionally used to accelerate the maturation of tobacco leaves, ethylene oxide (EO) was first reported in 1859 by this French chemist. The world uses quite a bit of the molecule, with a global production capacity of roughly 30 million tons.EO can trace its commercial beginnings back to Germany during World War I as BASF produced it with the chlorohydrin process.Quickly outperformed economically by Union Carbide's direct oxidation process in 1937, today basically all global production is based on oxidation. EO is a critical intermediate for tons of end products that we use everyday, but this pie chart sums it up its end markets pretty nicely.Generally speaking, it's the same companies who make ethylene that make EO (think of Dow Chemical, SABIC, Sinopec, etc.). After that EO is made it doesn't travel very far before it's converted into something else (because it's difficult to transport).",13,1014,0,60.0
434,2021-02-10,0,"German chemical company, Covestro, has announced plans to increase production capacity of polyurethane dispersions at its site in Shanghai, China. Polyurethane dispersions (PUDs) are urethane polymers finely dispersed in water. Those polymers are typically addition copolymers—with polyester, polycarbonate, or polyethers making up about half of the polymer by weight. PUDs are widely used as paints, inks, coatings, and adhesives (and are a great way to reduce VOC emissions). Covestro is planning on building a new line for polyester resins (to be used to make PUDs) and a new PUD plant next door. While those plants won't be completed until 2024, the company is taking action now to prepare for ""the continued growth in demand for these products"". So long as customers continue to replace solvent-based products with water-based PUDs, Covestro will continue to expand production.Read the press release here.",7,910,2,56.0
435,2021-02-10,1,"British sustainable fuels technology company, Velocys, has formed a partnership with Japanese EPC firm, Toyo Engineering, to commercialize Velocys' technology. Velocys has developed a proprietary catalyst and reactor for the well-known Fischer–Tropsch (FT) process. The company's technology converts syngas (which can come from natural gas, coal, waste, or biological sources) into liquid hydrocarbons. Velocys' potential to convert waste into jet fuel is what the future of the company rests on. Following the successful demonstration of the technology last year Toyo wants in on more. This agreement basically makes Toyo the go-to partner for the technical engineering, construction, and delivery of any future project involving Velocys' technology in Japan.Read the press release here.",9,788,2,80.0
436,2021-02-10,2,"French tire manufacturer, Michelin, has announced a new tire recycling plant that utilizes Enviro's technology. Tires are complicated—the rolling devices are made of natural rubber, synthetic polymers, antioxidants, antiozonants, fillers, textiles, and even some (12%) steel. Virtually all of those ingredients are derivatives of the oil and gas industry. The push for sustainability has made manufacturers look at waste like an alternative resource, and this isn't the first time we've seen a company try to make that waste useful. Enviro's technology uses a semi-batch pyrolysis process to produce pyrolysis oil, carbon black, steel, and gas from end-of-life tires. While this first plant will be built in Chile (with a capacity of 30,000 tons per year), we're likely to see similar announcements in the future. Michelin has signed a license agreement ""that extends through 2035 and which entitles Michelin to establish its own recycling plants based on Enviro’s technology."".Read the press release here.",8,1006,2,31.0
437,2021-02-10,3,Elon Musk pledges $100 million for carbon removal technologyBp tested an autonomous vehicle at its German refineryAir Liquide to provide gases for BASF's battery materials plantAkzo Nobel throws in the towel and stops trying to buy TikkurilaLummus will provide the FCC technology for a refinery in India,5,303,2,67.0
438,2021-02-10,4,"Today's MOTD is a personal favorite…  ethylene.                                                              First discovered by this man in 1669, chemists have been playing with this molecule for quite some time. The term, olefin, has it's origin story in the fact that when ethylene is combined with chlorine it produces Dutch oil (which made ethylene an oil-making gas—or as they called it: olefiant gas).The simplest alkene is also the most widely produced organic compound in the world, with a globabl production of roughly 200 million tons per year. About 60% of that becomes polyethylene (HDPE 28%, LLDPE 18%, LDPE 14%), 18% becomes ethylene oxide, 11% becomes EDC (that's Dutch oil), and 5% becomes ethyl benzene. This flowchart paints a better picture.All of that ethylene is made in one of three ways—steam cracking ethane and propane, steam cracking naphtha, or catalytically cracking gas oil. The main companies doing the cracking are your huge petrochemical companies like ExxonMobil, Dow Chemical, SABIC, Ineos, and many more.",12,1040,2,84.0
439,2021-02-12,0,"Swiss chemicals and biotechnology company, Lonza, has announced the sale of its Specialty Ingredients chemical business for $4.7 billion. Lonza got its start as an electricity company back in 1897 but started making chemicals just a few years later. Today, the Specialty Ingredients business is known for producing biocides, ketenes, and plenty of other specialty chemicals that serve the healthcare, electronics, aerospace, and food industries. The sale of these manufacturing sites marks the end of Lonza's era in the chemical industry. The business was acquired jointly by two private equity firms (Bain Capital and Cinven) and should be made official by the end of this year. What those firms will eventually do with the 17 manufacturing sites and 2,800 employees isn't clear quite yet, but the business (which posted $1.9 billion in sales last year) can stand on its own in the meantime. Lonza, who no longer has chemical assets, will now focus on its healthcare business that produces active pharmaceutical ingredients.Read the press release here.",7,1053,4,51.0
440,2021-02-12,1,"US-based integrated petroleum company, ExxonMobil, has announced that it will be closing its refinery outside of Melbourne, Australia. We last saw a closure in Australia back in November when BP pulled the plug on its 146,000 barrel per day (bpd) refinery. BP cited a strategic shift to become net-zero as the main motivation for that move—but that's not what Exxon is saying. Exxon is closing the 90,000 bpd site because of the ""competitive supply of products into Australia, declining domestic crude oil production, future capital investments"". Despite its ancient beginnings as part of Mobil 72 years ago, this facility will remain open as an import terminal. That's because Exxon's Gippsland Basin joint venture off Australia's coast ""supplies 40 percent of eastern Australia’s energy needs."".Read the press release here.",7,825,4,34.0
